pH,TDS,Temperature,suitable
6.515172778091962,3151.620797239945,22.76601267735443,0
8.59150335289204,1872.212802953249,6.553427071147128,0
6.708147922929596,3340.924029996945,31.627429611978993,0
8.133186200115494,2392.626027019409,26.59223830939355,1
8.055587963503948,1388.7001001674817,9.371154032652104,0
6.660301721584826,2232.771643195028,34.46087778000931,0
8.401269810604685,2181.6385665092657,29.918549301511284,1
6.745110124326271,4562.540567651175,5.462429254166102,0
7.174875259067086,642.5450063189423,29.59068533748224,1
6.572390406642985,3766.933901033041,29.44731876403808,0
6.579050268628936,2686.6599439014803,11.550188084889278,1
6.984072647924706,4101.68795231983,26.39409269548681,0
6.476947150906914,4929.294189617681,32.30840590203042,0
8.784766876956192,1835.038034717572,24.773808800951286,0
7.5060012806201915,2320.3054084718765,15.83364117603225,1
6.358410124895866,3345.286681666081,5.811811800170963,0
6.850548969627283,3019.952151146774,15.008123166141502,0
7.109035657108231,1844.1638426194586,15.838898902755837,1
6.166274932236762,2129.9810297123217,21.969145052473685,0
8.497417157497683,3223.1726866856025,13.968445445085719,0
8.494461426501834,2492.0797631527084,25.94842782635961,1
6.05130691528223,3541.4770182865723,27.966423722641824,0
8.404509116397765,1980.1680756730664,12.383724084220825,1
6.527504580701289,3577.2325490701232,20.141707980227793,0
6.635213775661801,4562.00693662085,28.336954857250586,0
6.593677540875064,749.5967591750648,26.943078690540467,1
8.407741460781594,825.3937378252092,21.492859355692868,1
6.082788798010777,3707.733286346034,29.457655906936832,0
6.3184028318303085,1212.657611920661,22.33882382123887,0
6.605871497655852,3923.474041795302,33.62806193568589,0
6.073955654460492,691.8256477814136,13.602793080117593,0
6.391326828668472,3500.895666408402,6.11305555751426,0
6.642785013544357,1547.0402927661921,14.287024956812939,1
7.246740352354779,2842.485159759793,33.06781172933428,0
6.949213238298666,4424.803177644358,19.477598358051026,0
6.387892840446476,3115.45063266259,18.314267007392317,0
6.623213026610973,2717.3224826334235,11.451366317204652,1
6.82390404770172,5266.573664833365,33.882132733912734,0
6.219886795285103,3918.034204666127,28.76518027108067,0
7.413434180775624,1262.824725759539,10.397350465673387,1
6.532755131810372,2265.0569620560495,16.644486210505633,1
7.649370298565266,3172.87477057161,20.406302984990326,0
6.101660054875903,4701.540278278765,6.978335071767211,0
6.806385848664317,2363.246036940225,8.118620206877095,0
8.365737073588292,2385.4224229643373,28.469156827199487,1
6.10780718277818,2774.693770353847,30.02672120270673,0
8.361406883359194,1450.0500679053198,24.862980882578263,1
6.234088597809823,3277.7116469266166,8.482030062536428,0
6.347387035914506,4159.7805229045425,6.071235044466921,0
8.680311292364104,3058.5404704660496,30.885578074890145,0
8.954702678169559,2357.566430781427,22.766275306842896,0
6.715865392877148,2396.3098864699573,16.142416556009202,1
8.338923907671225,1727.0778280163959,18.694059039077153,1
6.0305223959349545,3007.1179021389444,12.817338957558732,0
6.459258485326152,3346.5017180643026,30.998326569141682,0
7.468106417877657,2887.8825110359116,18.206558219071027,1
7.254866667564226,723.6887056339193,20.790356773736086,1
7.983284127893354,1315.157136636276,17.21972750106039,1
8.427411476674484,2573.1366773705795,30.791126875824666,0
6.754980360342632,3702.1400324297833,28.923673562537463,0
6.19989367172479,3172.6732005746267,16.851242588135,0
7.4744444936982966,513.6903535901529,18.335985567699268,1
6.561670952595252,4956.009592314748,19.37350570566169,0
6.825908031780093,4844.185609346453,24.099129183151902,0
8.616262168263717,3326.950439161072,29.05566813649716,0
7.062120980225979,3329.7037141093724,33.52310996593067,0
8.55276893850185,2844.34671508618,15.746890211964786,0
8.78272962261788,1545.8974823565018,11.910168514636464,0
6.275302111660986,2475.370774326787,17.718640827388455,0
6.637095132506397,1872.7581387357832,10.27148185655493,1
6.517587072048443,3341.9549284319614,29.614603006859657,0
6.8888068500942,4852.836793067271,26.669748541993453,0
6.119968529117731,3865.972068631032,28.22770844154385,0
6.638695389353989,2337.6581798886664,23.703055210862008,1
6.216880079658832,2987.8670424793477,15.323284176499598,0
6.336099182275402,4477.025644467683,8.354989829219072,0
6.009964561869814,3167.9935157348546,19.102505881586275,0
6.125366719119208,4933.641742934781,23.957715718376534,0
7.383103612940063,902.9308546157445,9.77353258758682,0
6.013017551077728,1309.86060299021,7.879401102077295,0
8.88942537442991,2707.2504866491304,5.277241638524586,0
6.074184371699665,3206.4139576739153,14.070200736532406,0
8.353592223354548,3045.663083249269,31.669813135534206,0
6.24314531845966,2971.0814190184483,15.080184880707328,0
8.61716653341259,1141.6481898822326,17.607244362535713,0
6.482084594795478,1430.72498200413,18.381840645074448,0
7.4034968386794375,1984.4723981998195,7.868495134222506,0
7.497253610110777,616.4509414026264,27.8736696861709,1
6.57882701530209,4791.8338020736965,20.270701442327272,0
8.420278402051224,1600.6297999650246,28.6803586417914,1
8.828792801289847,3244.2083599542843,9.324331917954732,0
6.555635718737273,2128.1125484234326,23.752691519600347,1
6.204240883594409,2486.586428855474,31.20065718711128,0
8.630929462109222,1993.5174757368382,8.823056942784,0
6.562031619206042,2707.0616401365087,24.790371111380832,1
6.286589470257577,3370.108563136987,29.534750952379774,0
6.143208903782608,5591.781116726116,32.502155081769,0
6.356818802310366,3046.767362140603,18.418652467352636,0
6.855658150253797,5615.029901164389,34.20321673568394,0
6.356139871410726,4432.321758550112,27.570296414373736,0
6.542899558977781,3812.8611463410516,8.704885833663145,0
8.501440523409853,1364.8129642702538,21.95889037033822,0
