pH,Nitrate,Sulfate,Total_Dissolved_Solids,Bacterial_Count,Hardness,Temperature,Suitability
7.148122229914668,33.37086111390219,35.7167044804852,1952.6654188465586,308,484.95492608099715,23.324426408004218,Suitable
6.5308477766956905,18.182496720710063,45.85112746335845,912.7267288786131,21,3.533152609858703,15.230624250414158,Suitable
7.100381234349003,12.203823484477883,123.79422752781754,103.16556334565519,205,195.5303037866204,16.822360877880623,Suitable
7.888403525794131,42.51558744912447,51.9854157170472,1703.1009834599745,476,484.7923138822793,22.751328233611147,Suitable
6.733720436795095,1.4079822715084456,49.71060102220129,2134.02585824595,418,385.63517334297285,15.740446517340903,Suitable
6.277227052029579,43.93365018657701,50.42980058384905,2687.290787020558,240,157.17799053816333,20.08570691164703,Suitable
8.268916184815232,24.929222914887493,102.59573075890744,2266.653415629146,35,471.4267852789905,20.98865466488536,Suitable
6.569837906354854,42.71077886262563,204.50369148062327,2582.19174976903,358,82.32792657147087,20.34089419375442,Suitable
7.339436710186896,9.02897700544083,208.8256238973095,962.3401949152075,325,347.9064033954409,23.583588048137198,Suitable
6.8148972630047115,22.02410475655483,177.78738310950445,2428.503138419146,147,322.5863952047249,16.743664290049914,Suitable
6.604630727251129,9.310276780589922,224.30393948833168,2701.254171489991,8,139.43567629609095,22.003578299727714,Suitable
8.28716097555112,37.01587002554444,3.864154132216857,2784.9556877631762,496,276.38248341774494,20.722924691708382,Suitable
8.450828959290114,7.534625600612821,76.42425482179546,572.733093451038,160,158.46100257813885,16.694927466860925,Suitable
6.89661695324041,25.416364906973875,73.82264710473468,967.6522927158015,103,348.507870497634,22.024840839871093,Suitable
6.102668791919689,39.882090144479456,108.38018439518551,2232.1279289973463,345,12.675371707728756,24.62648414677925,Suitable
6.234683225203229,18.286599710730734,233.65349933492743,1914.8117815300511,188,368.94845834788424,20.543540525114008,Suitable
6.229497664533604,9.415698826856012,77.85332734782355,2938.531585864526,452,237.0869145436626,15.978341606510014,Suitable
6.7046369369334995,11.816482762165625,174.18429134103766,1886.828540339652,412,19.59316333782313,19.179460317155787,Suitable
8.238808071240502,38.92016787341631,2.70941287007459,2716.145929257791,75,177.4525952313603,24.568008851264565,Suitable
7.171651604985316,5.630327568183735,29.70447906701798,352.57874033131463,360,372.105828471649,21.81039427096909,Suitable
6.5324104037722766,13.637147558676975,3.6361664169704824,1051.762676419791,97,318.32216081114126,20.548156085422256,Suitable
6.943210407761557,2.007119777772637,80.51979139579457,634.3440209896339,473,267.66778200776173,17.332164115498014,Suitable
7.518888055733932,24.435315546465453,124.56192446223504,991.045443842742,376,118.61339586799724,16.017824726204037,Suitable
7.8039913768781926,4.809464396408769,195.37862043785373,2483.8226615324756,228,100.81366002387226,16.636559428657044,Suitable
7.928116671299345,37.4435369720422,17.230384841804696,231.96319646636175,461,467.18350738450744,24.255685129067764,Suitable
7.1270984285103305,11.323804584075525,246.21029974058365,2516.694259337802,181,418.74539450124604,18.32146412654939,Suitable
6.7786106601141025,22.739562087711263,151.97359844856467,1137.9170951566466,308,167.59862082295047,23.028534485980114,Suitable
6.011580057511507,33.34991716911442,99.54217339773582,1612.1868088137687,74,461.48011589924243,19.657001223188132,Suitable
7.2459194318487,41.89254495045479,228.711475267025,1087.1816973498994,62,138.79358631470907,17.200972140810972,Suitable
7.021835427745241,2.538635566034486,39.03814934154759,2147.9166865421926,348,203.99224768242235,20.5172259525934,Suitable
7.631865269629687,23.81827810467265,24.86034818983629,729.5165729983622,77,301.5987010884898,23.06850148962586,Suitable
6.0561732708002936,26.867735938494608,135.40855366521674,1900.4346594784417,358,109.01155374704324,21.450541677693295,Suitable
7.662591686365639,17.53712786234496,228.60298648123995,1256.3115746762194,475,385.45568853213524,19.220360595506875,Suitable
6.72173434192675,35.567271646494916,179.76147629606137,891.365146869525,226,474.6533985288828,18.966493730520543,Suitable
6.878850402835547,41.27935506067523,176.23138742223827,1794.858174804464,24,123.2010166195534,23.191023176741997,Suitable
6.288205053118211,42.17626597305125,198.83545948977437,2235.193644360661,371,422.2746992675352,18.191004732432557,Suitable
8.072288685376694,3.700763471549262,149.06746962051326,690.0265118631091,187,240.5309419220432,23.84998356523281,Suitable
6.112751693050808,10.946759867911515,97.90753513508902,373.31267189056905,186,474.98059197511265,22.86345014415552,Suitable
6.223527505780649,41.75807757849284,219.77957689054116,2834.196066874231,10,451.8619835876352,24.89184909813359,Suitable
7.85838205723406,6.4986409482894025,100.39505910637186,2513.4772058497365,309,303.86839743942954,20.126885110165084,Suitable
6.576674529294396,17.652803200550828,55.12155226754384,559.3147864327635,258,413.10284789698295,23.00769687129875,Suitable
6.703477401443817,25.26490939608851,1.2705349545064915,2087.1428785492503,175,247.9378675393854,15.81046215907648,Suitable
8.325225876274347,10.583409382858399,174.7476845098969,567.6646193550176,132,440.4353795994642,23.718435277452322,Suitable
6.046069296845544,43.22407838925123,210.0303756853047,1176.4536343355899,334,466.0140527550087,16.02509727990679,Suitable
7.183934721087722,5.79204605587983,18.673604439463503,2557.243977595943,269,486.74448458869847,24.688778552856917,Suitable
